venue_id,season,asof_date,n_games,pf_raw,pf_shrunk,log_pf
4169.0,2022,2022-01-01,188,0.913032443636056,0.9516275130283388,-0.04958158858337563
12.0,2022,2022-01-01,191,0.8790939833426898,0.9322784481479582,-0.07012374481040319
2681.0,2022,2022-01-01,194,1.0231640315156942,1.0130634363780369,0.012978845594141792
7.0,2022,2022-01-01,191,1.0397946032276275,1.02228964579612,0.022044862387682645
2392.0,2022,2022-01-01,190,1.0064285218350497,1.003592409260763,0.003585971970927932
32.0,2022,2022-01-01,191,0.9541249347872252,0.974304582241525,-0.026031311450410738
2394.0,2022,2022-01-01,188,0.9739012732117931,0.98548354841366,-0.014622846172883168
3309.0,2022,2022-01-01,194,1.0308818636499721,1.017415934732833,0.017266015494249068
2602.0,2022,2022-01-01,189,1.0321244171228379,1.0179100732631752,0.017751577549771778
22.0,2022,2022-01-01,192,0.9263178715866793,0.9586345945749779,-0.04224530426290986
15.0,2022,2022-01-01,192,1.0460763456643318,1.025867422127344,0.025538520199717252
10.0,2022,2022-01-01,193,0.8943659239661541,0.9405615840392647,-0.061278152279235894
3313.0,2022,2022-01-01,193,0.9680652225333776,0.9820308686558072,-0.01813253664534184
2680.0,2022,2022-01-01,195,0.9071308072961702,0.9475087171674006,-0.053919141891200915
19.0,2022,2022-01-01,192,1.2660977282721118,1.1493881983282033,0.139229799358439
5.0,2022,2022-01-01,191,0.9188491889588243,0.9545460266602211,-0.04651941627674556
13.0,2022,2022-01-01,81,1.23583318366024,1.0826947527120323,0.0794530748392106
1.0,2022,2022-01-01,192,1.0794973151743743,1.0446300716768417,0.0436628243491846
4.0,2022,2022-01-01,190,0.9782845475108033,0.9878648941972136,-0.012209337348914297
16.0,2022,2022-01-01,0,,1.0,0.0
2.0,2022,2022-01-01,196,1.1278554118735993,1.072426765107588,0.06992408520658809
2395.0,2022,2022-01-01,195,0.9170028475206751,0.9530885659899468,-0.048047445763600045
31.0,2022,2022-01-01,193,1.0179369283307467,1.010092790576776,0.010042198491401474
3312.0,2022,2022-01-01,193,1.0245864891037293,1.0138343801662384,0.013739558659286532
2889.0,2022,2022-01-01,189,0.8612353963053503,0.9226356634268766,-0.08052085325446799
3289.0,2022,2022-01-01,191,0.8908525652854901,0.9388646333417261,-0.06308397061143604
14.0,2022,2022-01-01,117,1.0137122786088804,1.0060087513005207,0.0059907707455958475
